LCH_index,step_list
LCH_391,"[55, 130, 55, 130, 126, 64, 43, 46, 64, 37, 39, 41, 46, 43, 46, 43, 46, 46, 46, 70, 52, 49, 46, 75, 49, 46, 46, 46, 46, 46]"
LCH_392,"[55, 130, 55, 130, 126, 64, 43, 46, 64, 37, 39, 41, 46, 43, 46, 43, 46, 46, 46, 117, 44, 46, 44, 46, 70, 52, 49, 46, 75, 49, 46, 46, 49, 49, 46]"
LCH_393,"[55, 130, 55, 130, 126, 64, 43, 46, 52, 52, 44, 64, 43, 46, 52, 52, 37, 39, 39, 41, 46, 57, 59, 46, 43, 46, 46, 46, 53]"
LCH_394,"[96, 55, 130, 55, 130, 126, 8, 1, 152, 161, 46]"
LCH_395,"[55, 130, 55, 130, 126, 37, 39, 41, 46, 43, 46]"
LCH_396,"[55, 130, 55, 130, 126, 37, 39, 41, 46, 57, 72, 46]"
LCH_397,"[55, 130, 55, 130, 126, 64, 43, 46, 64, 37, 39, 41, 46, 43, 46, 12, 43, 46, 46, 46, 86, 88, 88, 55, 130, 55, 130, 126, 64, 43, 46, 64, 37, 39, 41, 46, 43, 46, 12, 43, 46, 46, 46, 86, 88, 88]"
LCH_398,"[55, 130, 55, 130, 126, 64, 43, 46, 64, 37, 39, 41, 46, 43, 46, 46, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 96, 12, 43, 46, 46, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 86, 88, 55, 130, 55, 130, 126, 64, 43, 46, 52, 64, 37, 39, 41, 46, 43, 46, 117, 117, 43]"
LCH_399,"[55, 130, 55, 130, 126, 37, 39, 41, 46, 43, 46, 43, 46, 46]"
LCH_400,"[55, 130, 55, 130, 126, 37, 39, 41, 46, 70, 52, 49, 46, 75, 49, 46, 46, 46, 55, 130, 55, 130, 126, 37, 39, 41, 46, 43, 46, 70, 52, 49, 46, 75, 49, 46, 46, 46, 55, 130, 55, 130, 126, 37, 39, 41, 46, 43, 46, 70, 52, 49, 46, 75, 49, 46, 46, 46, 55, 130, 55, 130, 126, 37, 39, 41, 46, 57, 72, 46, 70, 52, 49, 46, 75, 49, 46, 46, 46]"
LCH_401,"[55, 130, 55, 130, 126, 64, 43, 46, 64, 37, 39, 41, 46, 43, 46, 43, 46, 46, 46, 70, 52, 49, 46, 75, 49, 46, 46, 46, 46, 46]"
LCH_402,"[55, 130, 55, 130, 126, 64, 43, 46, 64, 37, 39, 41, 46, 43, 46, 43, 46, 46, 46, 117, 44, 46, 44, 46, 70, 52, 49, 46, 75, 49, 46, 46, 49, 49, 46]"
LCH_403,"[110, 110, 44, 46, 114, 110, 44, 46, 114, 110, 44, 46, 114, 114, 112, 46, 110, 12, 96, 117, 8, 1, 152, 161, 46, 114, 12, 96, 117, 8, 1, 152, 161, 46, 12, 96, 117, 8, 1, 152, 161, 46, 12, 96, 117, 8, 1, 152, 161, 46, 44, 46]"
LCH_404,"[44, 46, 44, 46]"
LCH_405,"[12, 96, 117, 8, 1, 152, 161, 46]"
LCH_406,"[12, 96, 117, 56, 8, 1, 152, 161, 46]"
LCH_407,"[12, 96, 123, 124, 8, 1, 152, 161, 46]"
LCH_408,"[96, 14, 117, 153, 152, 161, 153, 152, 161, 86, 88, 86, 88, 86, 88, 86, 88, 89, 86, 88, 89, 86, 88, 89]"
LCH_409,"[96, 14, 117, 20, 153, 152, 161, 86, 88, 86, 88, 86, 88, 86, 88, 89, 86, 88, 86, 88, 89]"
LCH_410,"[96, 14, 117, 20, 153, 152, 161, 86, 88, 86, 88, 86, 88, 86, 88, 89, 86, 88, 86, 88, 89]"
LCH_411,"[96, 14, 117, 153, 152, 161, 153, 152, 161, 86, 88, 86, 88, 86, 88, 86, 88, 89, 86, 88, 89, 86, 88, 89]"
LCH_412,"[96, 14, 117, 20, 153, 152, 161, 86, 88, 86, 88, 86, 88, 86, 88, 89, 86, 88, 86, 88, 89]"
LCH_413,"[96, 14, 117, 20, 153, 152, 161, 86, 88, 86, 88, 86, 88, 86, 88, 89, 86, 88, 86, 88, 89, 96, 14, 117, 20, 153, 152, 161, 86, 88, 86, 88, 86, 88, 86, 88, 89, 86, 88, 86, 88, 89]"
LCH_414,"[126, 117, 117, 119, 54, 127, 54, 126, 119, 54, 117]"
LCH_415,"[126, 120, 117, 117, 119, 54, 126, 120, 117, 117, 119, 54, 126, 120, 117, 117, 119, 54, 126, 120, 117, 117, 119, 54, 55, 130, 55, 130, 126, 117, 119, 54, 126, 117, 119, 54, 126, 117, 119, 54, 126, 117, 119, 54, 126, 117, 119, 54, 126, 117, 119, 54, 126, 117, 117, 119, 54]"
LCH_416,"[126, 120, 117, 117, 119, 54, 126, 120, 117, 117, 119, 54, 126, 120, 117, 117, 119, 54, 126, 120, 117, 117, 119, 54, 55, 130, 55, 130, 126, 117, 119, 54, 126, 117, 119, 54, 126, 117, 119, 54, 126, 117, 119, 54, 126, 117, 119, 54, 126, 117, 119, 54, 126, 117, 119, 54, 126, 117, 117, 119, 54, 127, 54, 126, 119, 54, 117]"
LCH_417,"[126, 120, 117, 117, 119, 54, 126, 120, 117, 117, 119, 54, 126, 120, 117, 117, 119, 54, 126, 120, 117, 117, 119, 54, 55, 130, 55, 130, 126, 117, 119, 54, 126, 117, 119, 54, 126, 117, 119, 54, 126, 117, 119, 54, 126, 117, 119, 54, 126, 117, 119, 54, 126, 117, 119, 54, 126, 117, 117, 119, 54, 126, 117, 117, 119, 54, 127, 54, 126, 119, 54, 117]"
LCH_418,"[123, 133, 134, 43, 46, 46, 61, 46, 43, 64, 120, 153, 157, 161, 64, 86, 88, 91]"
LCH_419,"[123, 133, 134, 43, 46, 46, 61, 46, 43, 64, 120, 153, 157, 161, 64, 86, 88, 91]"
LCH_420,"[123, 133, 134, 43, 46, 46, 61, 46, 43, 64, 120, 153, 157, 161, 64, 86, 88, 91]"
LCH_421,"[123, 133, 134, 43, 46, 46, 61, 46, 43, 64, 120, 153, 157, 161, 64, 86, 88, 91]"
LCH_422,"[53, 43, 49, 43, 46, 43, 46, 49]"
LCH_423,"[53, 43, 49, 43, 46, 43, 46, 53, 43, 49, 43, 46, 43, 46, 151, 161, 46, 53, 43, 49, 43, 46, 43, 46, 49]"
LCH_424,"[53, 43, 49, 43, 46, 43, 46, 53, 43, 49, 43, 46, 43, 46, 151, 161, 46]"
LCH_425,"[53, 43, 49, 43, 46, 43, 46, 49]"
LCH_426,"[14, 14, 96, 152, 161, 86, 89, 89]"
LCH_427,"[14, 14, 96, 152, 161, 86, 89, 89]"
LCH_428,"[14, 14, 96, 152, 161, 86, 89, 89]"
LCH_429,"[14, 43, 152, 161, 152, 161, 64, 152, 161, 96, 152, 161, 86, 91, 64, 152, 161, 96, 96, 152, 161, 86, 91]"
LCH_430,"[117, 117, 117, 126, 126, 120, 43, 152, 161, 152, 161, 46, 46, 46, 64, 152, 161, 96, 96, 152, 161, 86, 64, 152, 161, 96, 96, 152, 161, 86, 64, 117, 117, 117, 117, 117, 126, 120, 43, 152, 161, 152, 161, 46, 117, 3, 1, 8, 1, 152, 161, 152, 161, 64, 152, 161, 86, 88, 64, 152, 161, 86, 88, 152, 161, 86, 88, 86, 88, 86, 88]"
LCH_431,"[117, 117, 126, 126, 120, 43, 46, 152, 161, 46, 152, 161, 46, 117, 117, 117, 43, 46, 152, 161, 152, 161, 46, 44, 46, 43, 46, 120, 44, 46, 44, 44, 152, 161, 96, 153, 157, 161, 86, 88, 86, 91]"
LCH_432,"[117, 117, 126, 126, 120, 43, 46, 152, 161, 46, 152, 161, 46, 117, 117, 117, 43, 46, 152, 161, 152, 161, 46, 44, 46, 43, 46, 120, 44, 46, 44, 44, 152, 161, 96, 153, 157, 161, 86, 88, 86, 91, 55, 130, 55, 130, 126, 55, 130, 55, 130, 126, 117, 117, 117, 117, 123, 124, 117, 123, 124, 117, 44]"
LCH_433,"[152, 161, 113, 113, 114, 46, 46, 114, 113, 113, 46, 46, 113, 113, 114, 46, 46, 114, 113, 46, 96, 153, 157, 161, 86, 91]"
LCH_434,"[152, 161, 113, 113, 114, 46, 46, 114, 113, 113, 46, 46, 113, 113, 114, 46, 46, 114, 113, 46, 96, 153, 157, 161, 86, 91]"
LCH_435,"[117, 117, 126, 126, 120, 43, 46, 152, 161, 46, 152, 161, 46, 117, 117, 117, 43, 46, 152, 161, 152, 161, 46, 44, 46, 43, 46, 120, 44, 46, 44, 44, 152, 161, 96, 153, 157, 161, 86, 88, 86, 91]"
LCH_436,"[152, 161, 113, 113, 114, 46, 46, 114, 113, 113, 46, 46, 113, 113, 114, 46, 46, 114, 113, 46, 96, 153, 157, 161, 86, 91]"
LCH_437,"[152, 161, 113, 113, 114, 46, 46, 114, 113, 113, 46, 46, 113, 113, 114, 46, 46, 114, 113, 46, 96, 153, 157, 161, 86, 91]"
LCH_438,"[117, 117, 126, 126, 120, 43, 46, 152, 161, 46, 152, 161, 46, 117, 117, 117, 43, 46, 152, 161, 152, 161, 46, 44, 46, 43, 46, 120, 44, 46, 44, 44, 152, 161, 96, 153, 157, 161, 86, 88, 86, 91, 152, 161, 113, 113, 114, 46, 46, 114, 113, 113]"
LCH_439,"[152, 161, 113, 113, 114, 46, 46, 114, 113, 113, 46, 46, 113, 113, 114, 46, 46, 114, 113, 46, 96, 153, 157, 161, 86, 91]"
LCH_440,"[117, 117, 126, 126, 120, 43, 46, 152, 161, 46, 152, 161, 46, 117, 117, 117, 43, 46, 152, 161, 152, 161, 46, 44, 46, 43, 46, 120, 44, 46, 44, 44, 152, 161, 96, 153, 157, 161, 86, 88, 86, 91]"
LCH_441,"[117, 117, 126, 126, 120, 43, 46, 152, 161, 46, 152, 161, 46, 117, 117, 117, 43, 46, 152, 161, 152, 161, 46, 44, 46, 43, 46, 120, 44, 46, 44, 44, 152, 161, 96, 153, 157, 161, 86, 88, 86, 91]"
LCH_442,"[117, 117, 126, 126, 120, 43, 46, 152, 161, 46, 152, 161, 46, 117, 117, 117, 43, 46, 152, 161, 152, 161, 46, 44, 46, 43, 46, 120, 44, 46, 44, 44, 152, 161, 96, 153, 157, 161, 86, 88, 86, 91]"
LCH_443,"[117, 117, 126, 126, 120, 43, 46, 152, 161, 46, 152, 161, 46, 117, 117, 117, 43, 46, 152, 161, 152, 161, 46, 44, 46, 43, 46, 120, 44, 46, 44, 44, 152, 161, 96, 153, 157, 161, 86, 88, 86, 91]"
LCH_444,"[152, 161, 113, 113, 114, 46, 46, 114, 113, 113, 46, 46, 113, 113, 114, 46, 46, 114, 113, 46, 96, 153, 157, 161, 86, 91]"
LCH_445,"[152, 161, 113, 113, 114, 46, 46, 114, 113, 113, 46, 46, 113, 113, 114, 46, 46, 114, 113, 46, 96, 153, 157, 161, 86, 91]"
LCH_446,"[117, 117, 126, 126, 120, 43, 46, 152, 161, 46, 152, 161, 46, 117, 117, 117, 43, 46, 152, 161, 152, 161, 46, 44, 46, 43, 46, 120, 44, 46, 44, 44, 152, 161, 96, 153, 157, 161, 86, 88, 86, 91, 55, 130, 55, 130, 126, 55, 130, 55, 130, 126, 117, 117, 117, 117, 123, 124, 117, 123, 124, 117, 44]"
LCH_447,"[152, 161, 113, 113, 114, 46, 46, 114, 113, 113, 46, 46, 113, 113, 114, 46, 46, 114, 113, 46, 96, 153, 157, 161, 86, 91]"
LCH_448,"[152, 161, 113, 113, 114, 46, 46, 114, 113, 113, 46, 46, 113, 113, 114, 46, 46, 114, 113, 46, 96, 153, 157, 161, 86, 91]"
LCH_449,"[117, 117, 126, 126, 120, 43, 46, 152, 161, 46, 152, 161, 46, 117, 117, 117, 43, 46, 152, 161, 152, 161, 46, 44, 46, 43, 46, 120, 44, 46, 44, 44, 152, 161, 96, 153, 157, 161, 86, 88, 86, 91]"
LCH_450,"[152, 161, 113, 113, 114, 46, 46, 114, 113, 113, 46, 46, 113, 113, 114, 46, 46, 114, 113, 46, 96, 153, 157, 161, 86, 91]"
LCH_451,"[152, 161, 113, 113, 114, 46, 46, 114, 113, 113, 46, 46, 113, 113, 114, 46, 46, 114, 113, 46, 96, 153, 157, 161, 86, 91]"
LCH_452,"[117, 117, 126, 126, 120, 43, 46, 152, 161, 46, 152, 161, 46, 117, 117, 117, 43, 46, 152, 161, 152, 161, 46, 44, 46, 43, 46, 120, 44, 46, 44, 44, 152, 161, 96, 153, 157, 161, 86, 88, 86, 91, 152, 161, 113, 113, 114, 46, 46, 114, 113, 113]"
LCH_453,"[152, 161, 113, 113, 114, 46, 46, 114, 113, 113, 46, 46, 113, 113, 114, 46, 46, 114, 113, 46, 96, 153, 157, 161, 86, 91]"
LCH_454,"[128, 123, 124, 134, 128, 123, 124, 134, 152, 161, 123, 124, 134, 43, 46, 46, 46, 46, 152, 161, 123, 124, 134, 43, 46, 46, 46, 46, 152, 161, 123, 124, 134, 126, 120, 117, 43, 46, 46, 46, 46, 123, 124, 134, 152, 161, 126, 120, 43, 46, 46, 46, 46]"
LCH_455,"[128, 123, 124, 134, 128, 123, 124, 134, 152, 161, 123, 124, 134, 43, 46, 46, 46, 46, 152, 161, 123, 124, 134, 43, 46, 46, 46, 46, 152, 161, 123, 124, 134, 126, 120, 117, 43, 46, 46, 46, 46, 123, 124, 134, 152, 161, 126, 120, 43, 46, 46, 46, 46]"
LCH_456,"[128, 123, 124, 134, 128, 123, 124, 134, 152, 161, 123, 124, 134, 43, 46, 46, 46, 46, 152, 161, 123, 124, 134, 43, 46, 46, 46, 46, 152, 161, 123, 124, 134, 126, 120, 117, 43, 46, 46, 46, 46, 123, 124, 134, 152, 161, 126, 120, 43, 46, 46, 46, 46]"
LCH_457,"[128, 123, 124, 134, 128, 123, 124, 134, 152, 161, 123, 124, 134, 43, 46, 46, 46, 46, 152, 161, 123, 124, 134, 43, 46, 46, 46, 46, 152, 161, 123, 124, 134, 126, 120, 117, 43, 46, 46, 46, 46, 123, 124, 134, 152, 161, 126, 120, 43, 46, 46, 46, 46]"
LCH_458,"[43, 46, 46, 46, 46, 43, 46, 46, 46, 46, 152, 161, 86, 88, 43, 43, 46, 46, 46, 46, 152, 161, 86, 88, 43, 46, 46, 46, 46, 61, 152, 161, 86, 88]"
LCH_459,"[43, 46, 46, 46, 46, 46, 61, 43, 61, 43, 152, 161, 86, 88, 44, 46, 46, 44, 152, 161, 86, 88, 44, 46, 46, 44, 152, 161, 86, 88, 44, 46, 61, 152, 161, 86, 88]"
LCH_460,"[43, 46, 46, 43, 46, 43, 46, 43, 46, 117, 43, 46]"
LCH_461,"[43, 46, 43, 46, 43, 46, 43, 46, 117, 43, 46]"
LCH_462,"[117, 43, 46, 46, 43, 46, 46, 117, 43, 46, 46, 43, 46, 117, 43, 46, 46]"
LCH_463,"[46, 152, 161, 86, 88, 86, 88, 86, 88, 86, 88, 86, 88, 86, 88, 86, 88, 152, 161, 86, 88, 86, 88, 86, 88, 86, 88, 86, 88, 86, 88, 86, 88]"
LCH_464,"[46, 46, 152, 161, 86, 88]"
LCH_465,"[46, 152, 161, 86, 88, 86, 88, 86, 88, 86, 88, 86, 88, 86, 88, 86, 88]"
LCH_466,"[43, 46, 46, 43, 43, 43, 43, 152, 161, 86, 88, 91, 43, 46, 46, 64, 43, 43, 43, 43, 152, 161, 86, 88, 91]"
LCH_467,"[117, 8, 24, 1, 153, 157, 161, 46, 44, 46, 46, 116]"
LCH_468,"[117, 123, 124, 8, 24, 1, 153, 157, 161, 46, 44, 46, 116]"
LCH_469,"[117, 8, 24, 1, 153, 157, 161, 46, 44, 46, 46, 116]"
LCH_470,"[117, 123, 124, 8, 24, 1, 153, 157, 161, 46, 57, 59, 46, 117, 123, 124, 8, 24, 1, 153, 157, 161, 46, 57, 72, 46]"
LCH_471,"[117, 8, 24, 1, 153, 157, 161, 46, 70, 46, 46, 75, 46]"
LCH_472,"[117, 123, 124, 8, 24, 1, 153, 157, 161, 46, 70, 46, 46, 75, 46]"
LCH_473,"[117, 8, 24, 1, 153, 157, 161, 46, 70, 46, 46, 75, 46]"
LCH_474,"[117, 8, 24, 1, 153, 157, 161, 46, 70, 46, 46, 75, 46]"
LCH_475,"[117, 8, 24, 1, 153, 157, 161, 46, 44, 46, 46, 116, 117, 123, 124, 8, 24, 1, 153, 157, 161, 46, 44, 46, 116]"
LCH_476,"[43, 46, 43, 46, 46, 56, 72, 49, 52, 46, 74, 49, 46]"
LCH_477,"[43, 46, 43, 46, 46, 56, 72, 49, 52, 46, 74, 49, 46]"
LCH_478,"[43, 46, 43, 46, 46, 56, 72, 49, 52, 46, 74, 49, 46]"
LCH_479,"[43, 46, 43, 46, 46, 56, 72, 49, 52, 46, 74, 49, 46]"
LCH_480,"[43, 46, 43, 46, 46, 56, 72, 49, 52, 46, 74, 49, 46]"
LCH_481,"[43, 46, 46, 56, 72, 46, 46, 43, 46, 46, 43, 46, 56, 72, 46, 49, 56, 72, 46]"
LCH_482,"[43, 46, 46, 56, 72, 49, 52, 46]"
LCH_483,"[43, 46, 43, 46, 46, 56, 72, 49, 52, 46, 74, 49, 46]"
LCH_484,"[43, 46, 43, 46, 46, 56, 72, 49, 52, 46, 74, 49, 46]"
LCH_485,"[43, 46, 43, 46, 46, 56, 72, 49, 52, 46, 74, 49, 52, 46]"
LCH_486,"[43, 46, 43, 46, 46, 43, 46, 43, 46, 56, 72, 49, 52, 49, 74, 49, 52, 46, 46, 46, 56, 72, 49, 52, 46, 74, 49, 52, 46, 46, 46, 46]"
LCH_487,"[43, 46, 43, 46, 46, 56, 72, 49, 52, 46, 74, 49, 46]"
LCH_488,"[43, 46, 43, 46, 46, 56, 72, 49, 52, 46, 74, 49, 46]"
LCH_489,"[43, 46, 43, 46, 46, 56, 72, 49, 52, 46, 74, 49, 46]"
LCH_490,"[43, 46, 43, 46, 46, 56, 72, 49, 52, 46, 74, 49, 46]"
LCH_491,"[43, 46, 46, 56, 72, 46, 46, 43, 46, 46, 43, 46, 56, 72, 46, 49, 56, 72, 46]"
LCH_492,"[43, 46, 46, 56, 72, 49, 52, 46]"
LCH_493,"[43, 46, 43, 46, 46, 56, 72, 49, 52, 46, 74, 49, 46]"
LCH_494,"[117, 43, 46, 120, 153, 152, 161, 86, 89, 88, 117, 43, 46, 152, 161, 86, 89, 88, 117, 43, 46, 152, 161, 86, 89, 88, 123, 124, 43, 46, 46, 43, 152, 161, 86, 89, 88, 43, 152, 161, 86, 89, 88, 43, 46, 46, 44, 152, 161, 86, 89, 88, 43, 46, 46, 44, 152, 161, 86, 89, 88, 46, 44, 152, 161, 86, 89, 88, 43, 46, 46, 44, 152, 161, 86, 89, 88]"
LCH_495,"[117, 43, 46, 120, 153, 152, 161, 86, 89, 88, 117, 43, 46, 152, 161, 86, 89, 88, 117, 43, 46, 152, 161, 86, 89, 88, 123, 124, 43, 46, 46, 43, 152, 161, 86, 89, 88, 43, 152, 161, 86, 89, 88, 43, 46, 46, 44, 152, 161, 86, 89, 88, 43, 46, 46, 44, 152, 161, 86, 89, 88, 46, 44, 152, 161, 86, 89, 88, 43, 46, 46, 44, 152, 161, 86, 89, 88, 43, 46, 46, 44, 152, 161, 86, 89, 88]"
LCH_496,"[117, 43, 46, 120, 153, 152, 161, 86, 89, 88, 117, 43, 46, 152, 161, 86, 89, 88, 117, 43, 46, 152, 161, 86, 89, 88, 123, 124, 43, 46, 46, 43, 152, 161, 86, 89, 88, 43, 152, 161, 86, 89, 88, 43, 46, 46, 44, 152, 161, 86, 89, 88, 43, 46, 46, 44, 152, 161, 86, 89, 88, 46, 44, 152, 161, 86, 89, 88, 43, 46, 46, 44, 152, 161, 86, 89, 88]"
LCH_497,"[117, 43, 46, 120, 153, 152, 161, 86, 89, 88, 117, 43, 46, 152, 161, 86, 89, 88, 117, 43, 46, 152, 161, 86, 89, 88, 123, 124, 43, 46, 46, 43, 152, 161, 86, 89, 88, 43, 152, 161, 86, 89, 88, 43, 46, 46, 44, 152, 161, 86, 89, 88, 43, 46, 46, 44, 152, 161, 86, 89, 88, 46, 44, 152, 161, 86, 89, 88, 43, 46, 46, 44, 152, 161, 86, 89, 88]"
LCH_498,"[117, 43, 46, 120, 153, 152, 161, 86, 89, 88, 117, 43, 46, 152, 161, 86, 89, 88, 117, 43, 46, 152, 161, 86, 89, 88, 123, 124, 43, 46, 46, 43, 152, 161, 86, 89, 88, 43, 152, 161, 86, 89, 88, 43, 46, 46, 44, 152, 161, 86, 89, 88, 43, 46, 46, 44, 152, 161, 86, 89, 88, 46, 44, 152, 161, 86, 89, 88, 43, 46, 46, 44, 152, 161, 86, 89, 88, 43, 46, 46, 44, 152, 161, 86, 89, 88]"
LCH_499,"[117, 43, 46, 120, 153, 152, 161, 86, 89, 88, 117, 43, 46, 152, 161, 86, 89, 88, 117, 43, 46, 152, 161, 86, 89, 88, 123, 124, 43, 46, 46, 43, 152, 161, 86, 89, 88, 43, 152, 161, 86, 89, 88, 43, 46, 46, 44, 152, 161, 86, 89, 88, 43, 46, 46, 44, 152, 161, 86, 89, 88, 46, 44, 152, 161, 86, 89, 88, 43, 46, 46, 44, 152, 161, 86, 89, 88]"
LCH_500,"[14, 14, 117, 117, 117, 117, 117, 117, 117, 126, 120, 43, 46, 152, 161, 152, 161, 8, 1, 3, 1, 152, 161, 152, 161, 152, 161, 86, 89, 88, 14, 14, 117, 117, 117, 117, 117, 117, 117, 126, 120, 43, 46, 152, 161, 152, 161, 8, 1, 3, 1, 152, 161, 152, 161, 152, 161, 86, 89, 88]"
LCH_501,"[43, 46, 52, 46, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 43, 46, 46, 49, 43, 46, 52, 46, 43, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 46, 44, 46, 46, 49, 43, 46, 52, 46, 43, 46, 49, 43, 49, 117, 43, 46, 52, 46, 43, 46, 46, 43, 46, 43, 46, 46, 43, 46, 52, 46, 123, 124, 43, 46, 46]"
LCH_502,"[43, 46, 52, 46, 43, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 46, 44, 46, 46, 49]"
LCH_503,"[43, 46, 52, 46, 117, 43, 117, 46, 44, 46, 46]"
LCH_504,"[43, 46, 52, 46, 43, 123, 124, 46, 44, 46]"
LCH_505,"[43, 46, 52, 46, 117, 43, 117, 46, 44, 46, 46]"
LCH_506,"[126, 120]"
LCH_507,"[123, 125, 123, 125, 117, 113, 113, 45, 52, 46, 46, 46, 117, 117, 123, 125, 123, 125, 117, 117, 113, 113, 45, 52, 46, 46, 46, 46, 114, 113, 113, 45, 52, 46, 46, 46, 114]"
LCH_508,"[123, 125, 123, 125, 117, 113, 113, 45, 52, 46, 46, 46]"
LCH_509,"[117, 117, 123, 125, 123, 125, 117, 117, 113, 113, 45, 52, 46, 46, 46, 46, 114, 113, 113, 45, 52, 46, 46, 46, 114]"
LCH_510,"[117, 117, 123, 125, 123, 125, 117, 117, 113, 113, 45, 52, 46, 46, 46, 46, 114, 113, 113, 45, 52, 46, 46, 46, 114]"
LCH_511,"[117, 123, 125, 123, 125, 117, 117, 113, 113, 45, 52, 46, 46, 152, 161, 152, 161, 46, 46, 114, 113, 113, 45, 52, 46, 46, 152, 161, 152, 161, 46, 46, 114]"
LCH_512,"[123, 125, 54, 123, 124, 123, 124, 123, 124, 123, 124, 123, 124]"
LCH_513,"[123, 125, 54, 123, 124, 123, 124, 123, 124, 123, 124, 123, 124]"
LCH_514,"[123, 125, 54, 123, 124, 123, 124, 123, 124, 123, 124, 123, 124]"
LCH_515,"[64, 152, 161, 43, 46, 43, 46, 152, 161, 152, 161, 64, 64, 152, 161, 43, 46]"
LCH_516,"[123, 124, 64, 152, 161, 43, 46, 43, 43, 46, 64, 43, 152, 161, 152, 161, 64, 64, 152, 161, 43, 46]"
LCH_517,"[64, 152, 161, 43, 46, 43, 46, 152, 161, 152, 161, 64, 64, 152, 161, 43, 46]"
LCH_518,"[123, 124, 64, 152, 161, 43, 46, 43, 46, 152, 161, 152, 161, 64, 64, 152, 161, 123, 124, 43, 46]"
LCH_519,"[55, 130, 55, 130, 126, 117, 117, 43, 46, 46, 46, 70, 46, 46, 76, 46, 46, 46, 46]"
LCH_520,"[43, 46, 46, 43, 152, 161, 46, 46, 86, 88, 152, 161, 86, 88, 128, 123, 133, 134, 117, 43, 46, 46, 43, 152, 161, 46, 46, 86, 88, 152, 161, 86, 88, 64, 152, 161, 86, 88, 152, 161, 86, 88, 128, 123, 133, 134, 117, 43, 46, 46, 43, 64, 152, 161, 46, 46, 86, 88, 152, 161, 86, 88]"
LCH_521,"[128, 123, 133, 134, 117, 43, 46, 46, 43, 152, 161, 46, 46, 86, 88, 152, 161, 86, 88, 64, 152, 161, 86, 88, 152, 161, 86, 88]"
LCH_522,"[43, 46, 46, 43, 152, 161, 46, 46, 86, 88, 152, 161, 86, 88, 128, 123, 133, 134, 117, 43, 46, 46, 43, 152, 161, 46, 46, 86, 88, 152, 161, 86, 88, 64, 152, 161, 86, 88, 152, 161, 86, 88, 128, 123, 133, 134, 117, 43, 46, 46, 43, 64, 152, 161, 46, 46, 86, 88, 152, 161, 86, 88]"
LCH_523,"[128, 123, 133, 134, 117, 43, 46, 46, 43, 152, 161, 46, 46, 86, 88, 152, 161, 86, 88, 64, 152, 161, 86, 88, 152, 161, 86, 88]"
LCH_524,"[43, 46, 46, 43, 152, 161, 46, 46, 86, 88]"
LCH_525,"[117, 43, 128, 123, 133, 134, 117, 152, 161, 86, 88, 86, 88, 64, 152, 161, 86, 88, 86, 88]"
LCH_526,"[117, 43, 128, 123, 133, 134, 117, 152, 161, 86, 88, 86, 88, 64, 152, 161, 86, 88, 86, 88]"
LCH_527,"[43, 46, 46, 43, 152, 161, 46, 46, 86, 88, 152, 161, 86, 88, 128, 123, 133, 134, 117, 43, 46, 46, 43, 152, 161, 46, 46, 86, 88, 152, 161, 86, 88, 64, 152, 161, 86, 88, 152, 161, 86, 88, 128, 123, 133, 134, 117, 43, 46, 46, 43, 64, 152, 161, 46, 46, 86, 88, 152, 161, 86, 88]"
LCH_528,"[128, 123, 133, 134, 117, 43, 46, 46, 43, 152, 161, 46, 46, 86, 88, 152, 161, 86, 88, 64, 152, 161, 86, 88, 152, 161, 86, 88]"
LCH_529,"[43, 46, 46, 43, 152, 161, 46, 46, 86, 88, 152, 161, 86, 88, 128, 123, 133, 134, 117, 43, 46, 46, 43, 152, 161, 46, 46, 86, 88, 152, 161, 86, 88, 64, 152, 161, 86, 88, 152, 161, 86, 88, 128, 123, 133, 134, 117, 43, 46, 46, 43, 64, 152, 161, 46, 46, 86, 88, 152, 161, 86, 88]"
LCH_530,"[128, 123, 133, 134, 117, 43, 46, 46, 43, 152, 161, 46, 46, 86, 88, 152, 161, 86, 88, 64, 152, 161, 86, 88, 152, 161, 86, 88]"
LCH_531,"[43, 46, 46, 43, 152, 161, 46, 46, 86, 88]"
LCH_532,"[117, 43, 128, 123, 133, 134, 117, 152, 161, 86, 88, 86, 88, 64, 152, 161, 86, 88, 86, 88]"
LCH_533,"[117, 43, 128, 123, 133, 134, 117, 152, 161, 86, 88, 86, 88, 64, 152, 161, 86, 88, 86, 88]"
LCH_534,"[14, 117, 126, 126, 120, 117, 117, 117, 123, 124, 117, 123, 124, 117, 117, 43, 152, 161, 46, 46, 152, 161, 46, 46, 44, 43, 152, 161, 152, 161, 152, 161, 96, 96, 152, 161, 86, 88]"
LCH_535,"[110, 110, 110, 110, 110, 8, 1, 8, 1, 113, 113, 45, 152, 161, 152, 161, 52, 46, 46, 96, 152, 161, 64, 152, 161, 49, 117, 152, 161, 117, 152, 161, 152, 161, 21, 21, 86, 88]"
