LCH_index,step_list
LCH_219,"[123, 124, 123, 124, 123, 124, 117, 113, 113, 46, 52, 43, 43, 152, 161, 152, 161, 152, 161, 52, 46, 46, 46, 86, 99, 86, 88, 88, 88, 88, 123, 124, 123, 124, 117, 113, 113, 46, 52, 43, 43, 152, 161, 152, 161, 152, 161, 52, 46, 46, 46, 86, 99, 86, 88, 88, 88, 88]"
LCH_220,"[123, 124, 123, 124, 123, 124, 113, 113, 123, 124, 46, 52, 43, 46, 152, 161, 152, 161, 152, 161, 52, 46, 46, 46, 86, 99, 86, 88, 88, 88, 88]"
LCH_221,"[117, 37, 39, 39, 41, 46, 43, 43, 46, 152, 161, 46, 43, 46, 50, 50, 50, 50, 117, 37, 39, 39, 41, 46, 43, 46, 43, 46, 46, 152, 161, 46, 43, 46, 50, 50, 46, 50, 50]"
LCH_222,"[117, 37, 39, 39, 41, 46, 43, 46, 43, 46, 46, 152, 161, 46, 43, 46, 50, 50, 46, 50, 50, 117, 37, 39, 39, 41, 46, 43, 46, 43, 46, 46, 152, 161, 46, 43, 46, 50, 50, 46, 50, 50]"
LCH_223,"[117, 37, 39, 39, 41, 46, 43, 46, 43, 46, 46, 152, 161, 46, 43, 46, 50, 50, 46, 46, 50]"
LCH_224,"[117, 37, 39, 39, 41, 46, 43, 46, 43, 46, 46, 152, 161, 46, 43, 46, 50, 50, 46, 46, 50, 117, 37, 39, 39, 41, 46, 43, 46, 43, 46, 46, 152, 161, 46, 43, 46, 50, 50, 46, 46, 50, 96, 14, 14, 117, 37, 39, 39, 41, 46, 43, 46, 43, 46, 152, 161, 46, 8, 1, 152, 161, 46, 50, 50, 46, 50]"
LCH_225,"[117, 37, 39, 39, 41, 46, 43, 46, 43, 46, 152, 161, 46, 43, 46, 46, 46, 117, 37, 39, 39, 41, 46, 43, 46, 43, 46, 152, 161, 46, 43, 46, 46, 46]"
LCH_226,"[117, 37, 39, 39, 41, 46, 43, 46, 43, 46, 152, 161, 46, 43, 46, 46, 46]"
LCH_227,"[152, 161, 86, 88]"
LCH_228,"[120, 153, 152, 161, 86, 88]"
LCH_229,"[113, 113, 45, 52, 46, 46, 46, 114, 113, 46, 46, 113, 46, 46]"
LCH_230,"[113, 113, 45, 52, 46, 46, 46, 114, 113, 46, 113, 46]"
LCH_231,"[113, 113, 45, 52, 46, 46, 46, 114, 113, 46, 46, 113, 46, 46]"
LCH_232,"[113, 113, 45, 52, 46, 46, 46, 114, 113, 46, 46]"
LCH_233,"[113, 113, 45, 52, 46, 46, 46, 114, 113, 46, 46]"
LCH_234,"[113, 113, 45, 52, 46, 46, 46, 114, 113, 46]"
LCH_235,"[113, 113, 45, 52, 46, 46, 46, 114, 113, 46, 46]"
LCH_236,"[123, 124, 128, 123, 124, 126, 43, 46, 46, 46, 46, 46, 46, 46]"
LCH_237,"[43, 46, 46, 46, 46, 46, 46, 46]"
LCH_238,"[123, 124, 128, 123, 124, 126, 43, 46, 46, 46, 46, 46, 46, 46, 43, 46, 46, 46, 46, 46, 46, 46]"
LCH_239,"[126, 123, 124, 128, 123, 124, 126, 43, 54, 46, 46]"
LCH_240,"[96, 12, 12, 117, 152, 161, 86, 63]"
LCH_241,"[117, 152, 161, 86, 88, 88, 88, 88, 88]"
LCH_242,"[123, 124, 128, 123, 124, 126, 43, 46, 46, 46, 46, 46, 46, 46]"
LCH_243,"[43, 46, 46, 46, 46, 46, 46, 46]"
LCH_244,"[123, 124, 128, 123, 124, 126, 43, 46, 46, 46, 46, 46, 46, 46, 43, 46, 46, 46, 46, 46, 46, 46]"
LCH_245,"[126, 123, 124, 128, 123, 124, 126, 43, 54, 46, 46]"
LCH_246,"[96, 12, 12, 117, 152, 161, 86, 63]"
LCH_247,"[117, 152, 161, 86, 88, 88, 88, 88, 88]"
LCH_248,"[43, 46, 152, 161, 152, 161, 46, 46, 44, 46, 43, 46, 44, 46, 63, 43, 46, 152, 161, 152, 161, 46, 46, 44, 46, 43, 46, 44, 46, 63, 43, 46, 152, 161, 152, 161, 46, 63, 44, 46, 44, 46, 63]"
LCH_249,"[43, 46, 152, 161, 152, 161, 46, 63, 46, 44, 44, 46, 63]"
LCH_250,"[43, 46, 152, 161, 152, 161, 46, 46, 44, 46, 43, 46, 44, 46, 63]"
LCH_251,"[123, 124, 123, 124, 117, 152, 161, 86, 88, 94, 86, 94, 123, 124, 123, 124, 117, 152, 161, 86, 88, 94, 91, 86, 94, 123, 124, 123, 124, 117, 152, 161, 86, 94, 86, 94]"
LCH_252,"[123, 124, 117, 152, 161, 86, 91, 86, 94]"
LCH_253,"[117, 120, 153, 153, 43, 46, 46, 152, 161, 86, 91, 86, 91, 152, 161, 86, 91, 157, 161, 64, 157, 161, 86, 91, 64]"
LCH_254,"[117, 43, 46, 46, 46, 152, 161, 152, 161, 161, 46, 152, 161, 86, 88, 86, 88, 152, 161, 86, 88, 152, 161, 64, 152, 161, 86, 88]"
LCH_255,"[43, 46, 152, 161, 152, 161, 161, 46, 152, 161, 86, 88, 86, 88, 152, 161, 86, 88, 152, 161, 64, 152, 161, 86, 88]"
LCH_256,"[117, 117, 117, 43, 46, 152, 161, 152, 161, 161, 46, 152, 161, 86, 88, 86, 88, 152, 161, 86, 88, 152, 161, 64, 152, 161, 86, 88, 117, 117, 43, 46, 152, 161, 152, 161, 161, 46, 43, 46, 44, 152, 161, 86, 88, 86, 88, 152, 161, 86, 88, 152, 161, 64, 152, 161, 86, 88]"
LCH_257,"[117, 117, 43, 46, 152, 161, 152, 161, 161, 46, 152, 161, 86, 88, 86, 88, 152, 161, 86, 88, 152, 161, 64, 152, 161, 86, 88]"
LCH_258,"[43, 46, 46, 46, 152, 161, 152, 161, 46, 46, 46, 46, 46, 46, 46, 152, 161, 86, 88, 86, 88, 152, 161, 86, 88, 101, 86, 88]"
LCH_259,"[120, 153, 152, 161, 86, 88, 86, 89, 88, 43, 46, 46, 43, 46, 46, 152, 161, 86, 88, 61, 61]"
LCH_260,"[43, 46, 43, 46, 44, 46, 46, 56, 72, 43, 152, 161, 117, 117, 96, 96, 152, 161, 86, 94, 86, 94, 152, 161, 86, 94, 86, 94]"
LCH_261,"[117, 43, 46, 152, 161, 46, 52, 117, 46, 43, 43, 46, 152, 161, 117, 117, 96, 96, 152, 161, 86, 94, 86, 94, 86, 94, 86, 94]"
LCH_262,"[123, 124, 117, 153, 157, 161, 86, 91, 123, 124, 117, 153, 157, 161, 86, 91, 123, 124, 117, 153, 157, 161, 86, 91, 123, 124, 117, 153, 157, 161, 86, 91, 123, 124, 153, 157, 161, 86, 88, 123, 124, 96, 157, 161, 86, 88, 123, 124, 153, 157, 161, 86, 88, 123, 124, 96, 157, 161, 86, 88, 123, 124, 153, 157, 161, 86, 88, 123, 124, 96, 157, 161, 86, 88]"
LCH_263,"[123, 124, 153, 157, 161, 86, 88, 123, 124, 96, 157, 161, 86, 88]"
LCH_264,"[123, 124, 117, 153, 157, 161, 86, 91, 123, 124, 117, 153, 157, 161, 86, 91, 123, 124, 117, 153, 157, 161, 86, 91, 123, 124, 117, 153, 157, 161, 86, 91, 123, 124, 153, 157, 161, 86, 88, 123, 124, 96, 157, 161, 86, 88, 123, 124, 153, 157, 161, 86, 88, 123, 124, 96, 157, 161, 86, 88, 123, 124, 153, 157, 161, 86, 88, 123, 124, 96, 157, 161, 86, 88]"
LCH_265,"[123, 124, 153, 157, 161, 86, 88, 123, 124, 96, 157, 161, 86, 88]"
LCH_266,"[123, 124, 43, 46, 152, 161, 152, 161, 152, 161, 46, 152, 161, 86, 88, 86, 88, 86, 88, 86, 88, 152, 161, 86, 88, 86, 88, 14, 152, 161, 64, 152, 161, 86, 88, 86, 88, 64, 117, 117, 152, 161, 86, 88, 86, 88, 152, 161, 86, 88, 152, 161, 64, 152, 161, 86, 64, 88]"
LCH_267,"[123, 124, 43, 46, 152, 161, 152, 161, 152, 161, 46, 152, 161, 86, 88, 86, 88, 86, 88, 86, 88, 152, 161, 86, 88, 86, 88, 14, 152, 161, 64, 152, 161, 86, 88, 86, 88, 64, 117, 117, 152, 161, 86, 88, 86, 88, 152, 161, 86, 88, 152, 161, 64, 152, 161, 86, 64, 88]"
LCH_268,"[123, 124, 43, 46, 152, 161, 152, 161, 152, 161, 46, 152, 161, 86, 88, 86, 88, 86, 88, 86, 88, 152, 161, 86, 88, 86, 88, 14, 152, 161, 64, 152, 161, 86, 88, 86, 88, 64, 117, 117, 152, 161, 86, 88, 86, 88, 152, 161, 86, 88, 152, 161, 64, 152, 161, 86, 64, 88]"
LCH_269,"[120, 153, 117, 43, 46, 43, 46, 152, 161, 86, 88, 91, 43, 46, 152, 161, 86, 88, 91, 43, 46, 152, 161, 86, 88, 91]"
LCH_270,"[120, 153, 117, 43, 46, 43, 46, 152, 161, 86, 88, 91, 43, 46, 152, 161, 86, 88, 91, 43, 46, 152, 161, 86, 88, 91]"
LCH_271,"[96, 117, 44, 46, 46, 152, 161, 86, 88, 96, 117, 44, 46, 46, 152, 161, 86, 88]"
LCH_272,"[117, 126, 120, 123, 124, 43, 46, 152, 161, 46, 46, 43, 152, 161, 46, 46, 46, 46, 61]"
LCH_273,"[117, 126, 120, 123, 124, 117, 43, 46, 8, 3, 2, 8, 3, 2, 153, 157, 161, 153, 157, 161, 152, 161, 46, 46, 43, 46, 61]"
LCH_274,"[117, 126, 120, 123, 124, 43, 46, 152, 161, 46, 46, 43, 152, 161, 46, 46, 46, 46, 61]"
LCH_275,"[117, 126, 120, 123, 124, 117, 43, 46, 8, 3, 2, 8, 3, 2, 153, 157, 161, 153, 157, 161, 152, 161, 46, 46, 43, 46, 61]"
LCH_276,"[43, 46, 52, 46, 46, 46, 44, 61, 46, 46, 44, 46, 46]"
LCH_277,"[43, 46, 52, 46, 46, 46, 44, 61, 46, 46, 44, 46, 46]"
LCH_278,"[43, 46, 52, 46, 46, 46, 44, 61, 46, 46, 44, 46, 44, 46, 46, 46, 43, 46, 52, 46, 46, 46, 44, 61, 46, 46, 44, 46, 46, 44, 46, 46, 46]"
LCH_279,"[43, 46, 52, 46, 46, 46, 44, 61, 46, 46, 44, 46, 46, 43, 46, 52, 46, 46, 46, 44, 61, 46, 46, 44, 46, 46, 44, 46, 46]"
LCH_280,"[43, 46, 52, 46, 46, 46, 44, 61, 46, 46, 46, 44, 46, 46, 44, 46, 46]"
LCH_281,"[43, 46, 52, 46, 46, 46, 44, 61, 46, 46, 44, 46, 46, 44, 46, 46, 46]"
LCH_282,"[43, 46, 52, 46, 46, 46, 44, 61, 46, 46, 44, 46, 46, 44, 46, 46]"
LCH_283,"[43, 46, 52, 46, 46, 46, 44, 61, 46, 46, 44, 46, 44, 46, 46, 46, 43, 46, 52, 46, 46, 46, 44, 61, 46, 46, 44, 46, 46, 44, 46, 46, 46]"
LCH_284,"[96, 117, 44, 46, 46, 44, 44, 46, 46, 46, 152, 161, 86, 88, 86, 88, 44, 46, 46, 46, 117, 117, 152, 161, 86, 88, 86, 88, 44, 46, 46, 46, 152, 161, 86, 88, 86, 88]"
LCH_285,"[96, 117, 44, 46, 46, 44, 44, 46, 46, 46, 152, 161, 86, 88, 86, 88, 44, 46, 46, 46, 117, 117, 152, 161, 86, 88, 86, 88, 44, 46, 46, 46, 152, 161, 86, 88, 86, 88]"
LCH_286,"[96, 117, 117, 117, 44, 46, 46, 152, 161, 86, 88, 96, 117, 117, 117, 44, 46, 46, 152, 161, 86, 88, 96, 117, 123, 124, 44, 46, 46, 152, 161, 86, 88, 96, 117, 123, 124, 44, 46, 46, 152, 161, 86, 88]"
LCH_287,"[117, 117, 117, 117, 43, 46, 46, 46, 46, 152, 161, 55, 130, 117, 153, 152, 161, 86, 88, 117, 117, 43, 46, 46, 3, 1, 3, 1, 152, 161, 152, 161, 55, 130, 117, 153, 152, 161, 86, 88]"
LCH_288,"[117, 117, 43, 46, 46, 43, 3, 1, 3, 1, 152, 161, 152, 161, 46, 46, 55, 130, 117, 153, 152, 161, 86, 88, 91]"
LCH_289,"[117, 117, 43, 46, 46, 43, 3, 1, 3, 1, 152, 161, 46, 46, 46, 44, 152, 161, 46, 46, 46, 55, 130, 117, 153, 152, 161, 86, 91, 88]"
LCH_290,"[120, 123, 124, 117, 117, 117, 126, 128, 123, 124, 117, 117, 123, 124, 123, 124, 126, 120, 123, 124, 126, 120, 128, 123, 124, 117, 43, 46, 52, 52, 44, 96, 96, 152, 161, 152, 161, 18]"
LCH_291,"[120, 123, 124, 117, 117, 117, 126, 128, 123, 124, 117, 117, 123, 124, 123, 124, 126, 120, 123, 124, 126, 120, 128, 123, 124, 117, 43, 46, 52, 52, 44, 96, 96, 152, 161, 152, 161, 18]"
LCH_292,"[113, 113, 114, 46, 52, 114, 114, 113, 46, 113, 46, 44, 45]"
LCH_293,"[113, 113, 114, 46, 52, 114, 114, 113, 46, 113, 46, 44, 45]"
LCH_294,"[152, 161, 152, 161, 110, 113, 113, 114, 46, 52, 46, 152, 161, 152, 161, 46, 46, 110, 114, 113, 46]"
LCH_295,"[43, 46, 46, 44, 54, 46, 43, 46]"
LCH_296,"[113, 113, 114, 46, 52, 46, 152, 161, 152, 161, 46, 46, 110, 114, 113, 46]"
LCH_297,"[113, 113, 114, 46, 52, 46, 152, 161, 152, 161, 46, 46, 110, 114, 113, 46]"
LCH_298,"[113, 113, 114, 46, 52, 46, 152, 161, 152, 161, 46, 46, 110, 114, 113, 46]"
LCH_299,"[113, 113, 114, 46, 52, 46, 152, 161, 152, 161, 46, 46, 110, 114, 113, 46]"
LCH_300,"[113, 113, 114, 46, 52, 46, 152, 161, 152, 161, 46, 46, 110, 114, 113, 46]"
LCH_301,"[43, 46, 46, 44, 54]"
LCH_302,"[113, 113, 114, 46, 52, 46, 152, 161, 152, 161, 46, 46, 110, 114, 113, 46, 113, 46, 44, 45]"
LCH_303,"[112, 112, 46, 52, 46, 46, 46, 110, 114, 113, 46, 46, 113, 45]"
LCH_304,"[113, 113, 114, 46, 52, 114, 114, 113, 46, 46, 152, 161, 113, 46]"
LCH_305,"[113, 113, 114, 46, 52, 114, 114, 113, 46, 46, 152, 161, 113, 46]"
LCH_306,"[55, 130, 55, 130, 126, 37, 39, 41, 46, 43, 43, 46, 152, 161, 46, 46]"
LCH_307,"[55, 130, 55, 130, 126, 37, 39, 41, 46, 43, 43, 46, 152, 161, 46, 46, 46]"
LCH_308,"[55, 130, 55, 130, 126, 37, 39, 41, 46, 43, 43, 46, 152, 161, 46, 46, 46, 55, 130, 55, 130, 126, 37, 39, 41, 46, 43, 43, 46, 152, 161, 46, 46]"
LCH_309,"[43, 46, 46, 46, 43, 46, 46, 43, 46, 46, 43, 46, 46, 43, 46, 43, 46, 46, 43, 46, 43, 46, 46, 43, 46, 43, 46, 46]"
LCH_310,"[43, 46, 46, 46, 43, 46, 46, 56, 59, 46, 62, 43, 54]"
LCH_311,"[43, 46, 46, 46, 43, 46, 43, 46]"
LCH_312,"[43, 46, 46, 46, 43, 46, 43, 46, 46]"
LCH_313,"[8, 1, 152, 161, 123, 86, 88, 8, 1, 152, 161, 123, 136, 86, 88, 117, 43, 46]"
LCH_314,"[8, 1, 152, 161, 86, 88, 96, 8, 1, 152, 161, 86, 88, 63, 8, 1, 152, 161, 86, 88]"
LCH_315,"[8, 1, 152, 161, 86, 88, 96, 8, 1, 152, 161, 86, 88, 88, 63, 8, 1, 152, 161, 86, 88]"
LCH_316,"[43, 46, 46, 44, 46, 43, 46, 46, 46, 61, 46, 46, 46, 46]"
LCH_317,"[55, 130, 55, 130, 126, 43, 46, 52, 52, 50, 44, 50, 37, 39, 41, 46, 61, 43, 152, 161, 46, 46, 46, 46, 46, 46]"
LCH_318,"[43, 46, 46, 46, 46, 61, 46, 46, 43, 46]"
LCH_319,"[43, 46, 46, 44, 46, 43, 46, 46, 46, 61, 46, 46, 46, 46]"
LCH_320,"[126, 126, 120, 123, 124, 134, 43, 46, 50, 44, 46, 43, 46, 46, 61, 46, 46, 61, 46, 46]"
LCH_321,"[43, 46, 46, 44, 46, 43, 46, 46, 44, 46, 46, 46]"
LCH_322,"[126, 126, 120, 123, 124, 134, 43, 46, 50, 44, 46, 43, 46, 46, 61, 46, 46, 61, 46, 46]"
LCH_323,"[126, 126, 120, 123, 124, 134, 43, 46, 50, 46, 43, 46, 46, 61, 46]"
LCH_324,"[126, 126, 120, 123, 124, 134, 43, 46, 50, 44, 46, 43, 46, 46, 61, 46, 46, 61, 46, 46]"
LCH_325,"[126, 126, 120, 123, 124, 134, 43, 46, 50, 44, 46, 43, 46, 46, 61, 46, 46, 61, 46, 46]"
LCH_326,"[43, 46, 46, 46, 46, 46, 61, 46, 46, 56, 73, 46, 46, 46, 43, 46, 152, 161, 152, 161, 46, 46, 46, 46, 61, 46, 61, 46, 46, 46]"
LCH_327,"[117, 117, 117, 43, 37, 39, 39, 41, 46, 43, 46, 152, 161, 46, 46, 46, 46, 46, 46, 46, 46, 86, 88, 86, 91, 91, 117, 117, 117, 43, 37, 39, 39, 41, 46, 43, 46, 152, 161, 46, 46, 46, 46, 46, 46, 46, 86, 88]"
LCH_328,"[117, 117, 117, 43, 37, 39, 39, 41, 46, 43, 46, 152, 161, 46, 46, 46, 46, 46, 46, 46, 46, 86, 88, 86, 91, 91, 117, 117, 117, 43, 37, 39, 39, 41, 46, 43, 46, 152, 161, 46, 46, 46, 46, 46, 46, 46, 86, 88]"
LCH_329,"[128, 55, 130, 55, 130, 126, 123, 128, 123, 124, 126, 117, 117, 128, 123, 124, 117, 117, 126, 120, 123, 124, 126, 120, 128, 123, 124, 117, 43, 46, 52, 46, 43, 43, 152, 161, 86, 88]"
LCH_330,"[153, 157, 161, 86, 88, 153, 157, 161, 86, 88]"
LCH_331,"[153, 157, 161, 86, 88]"
LCH_332,"[153, 157, 161, 86, 88]"
LCH_333,"[153, 157, 161, 86, 88]"
LCH_334,"[128, 123, 132, 133, 135, 54]"
LCH_335,"[128, 123, 132, 133, 135, 54]"
LCH_336,"[43, 46, 46, 46, 46, 43, 46, 117, 117, 152, 161, 46, 46, 53, 61, 43, 46, 46, 46, 46, 43, 46, 117, 117, 152, 161, 46, 46, 61, 43, 46, 46, 46, 46, 43, 46, 117, 117, 152, 161, 46, 46, 61, 43, 46, 46, 46, 46, 43, 46, 117, 117, 152, 161, 46, 61, 43, 46, 46, 46, 46, 43, 46, 117, 117, 117, 152, 161, 46, 46, 61, 43, 46, 46, 46, 46, 43, 46, 117, 117, 117, 152, 161, 46, 46]"
LCH_337,"[43, 46, 46, 46, 46, 43, 46, 117, 117, 152, 161, 152, 161, 46, 46, 53, 43, 46, 46, 46, 46, 43, 46, 117, 117, 152, 161, 152, 161, 46, 46, 53, 43, 46, 46, 46, 46, 43, 46, 117, 117, 152, 161, 152, 161, 46, 46, 53, 43, 46, 46, 46, 46, 43, 46, 117, 117, 152, 161, 152, 161, 46, 46, 53, 43, 46, 46, 46, 46, 43, 46, 117, 117, 117, 117, 152, 161, 46, 46, 43, 46, 46, 46, 46, 43, 46, 117, 117, 117, 117]"
LCH_338,"[43, 46, 46, 46, 46, 117, 117, 152, 161, 152, 161, 46, 53, 43, 46, 46, 46, 46, 117, 117, 152, 161, 152, 161, 46, 53, 43, 46, 46, 46, 46, 117, 117, 152, 161, 152, 161, 46, 53]"
LCH_339,"[43, 46, 46, 46, 46, 117, 117, 152, 161, 152, 161, 46, 53, 43, 46, 46, 46, 46, 117, 117, 152, 161, 152, 161, 46, 53, 43, 46, 46, 46, 46, 117, 117, 152, 161, 152, 161, 46, 53]"
LCH_340,"[43, 46, 46, 46, 46, 43, 46, 46, 117, 117, 152, 161, 46, 46, 43, 46, 46, 46, 46, 46, 53, 61, 43, 46, 52, 52, 46, 43, 46, 46, 46, 46, 53, 61, 43, 46, 52, 52, 46, 43, 46, 46, 53, 61, 43, 46, 52, 52, 46, 152, 161, 46, 43, 49, 46, 46, 46, 53, 61, 43, 46, 52, 52, 46, 152, 161, 152, 161, 46, 43, 46, 46, 53, 46, 46, 46, 53, 61, 43, 46, 52, 52, 46, 123, 133, 134, 117, 152, 161, 152, 161, 46, 46]"
LCH_341,"[43, 46, 46, 46, 46, 43, 46, 46, 117, 117, 152, 161, 46, 46, 43, 46, 46, 46, 46, 46, 53, 61, 43, 46, 52, 52, 46, 43, 46, 46, 46, 46, 53, 61, 43, 46, 52, 52, 46, 43, 46, 46, 53, 61, 43, 46, 52, 52, 46, 152, 161, 46, 43, 49, 46, 46, 46, 53, 61, 43, 46, 52, 52, 46, 152, 161, 152, 161, 46, 43, 46, 46, 53, 46, 46, 46, 53, 61, 43, 46, 52, 52, 46, 123, 133, 134, 117, 152, 161, 152, 161, 46, 46]"
LCH_342,"[117, 152, 161, 86, 88]"
LCH_343,"[117, 152, 161, 86, 88]"
LCH_344,"[49, 117, 117, 120, 117, 117, 152, 161, 86, 88, 49, 49, 117, 117, 120, 117, 117, 152, 161, 86, 88, 46, 49, 49, 117, 126, 120, 117, 117, 152, 161, 86, 88]"
LCH_345,"[46, 49, 49, 117, 126, 120, 117, 117, 152, 161, 86, 88]"
LCH_346,"[117, 152, 161, 86, 88]"
LCH_347,"[117, 152, 161, 86, 88, 117, 152, 161, 86, 88]"
LCH_348,"[117, 152, 161, 86, 88, 49, 117, 117, 120, 117, 117, 152, 161, 86, 88, 49, 49, 117, 117, 120, 117, 117, 152, 161, 86, 88, 46, 49, 49, 117, 126, 120, 117, 117, 152, 161, 86, 88]"
LCH_349,"[46, 49, 49, 117, 126, 120, 117, 117, 152, 161, 86, 88]"
LCH_350,"[117, 152, 161, 18, 49, 86, 88, 18]"
LCH_351,"[117, 152, 161, 86, 88, 49, 49, 46, 46, 117, 117, 120, 117, 117, 152, 161, 86, 88, 49, 49, 46, 46, 117, 117, 120, 117, 117, 152, 161, 86, 88]"
LCH_352,"[117, 152, 161, 18, 49, 86, 88, 18]"
LCH_353,"[117, 152, 161, 18, 49, 86, 88, 18]"
LCH_354,"[96, 117, 43, 46, 43, 46, 152, 161, 86, 88]"
LCH_355,"[117, 152, 161, 86, 88, 101]"
LCH_356,"[117, 43, 46, 46, 43, 152, 161, 18, 46, 86, 88, 18]"
LCH_357,"[117, 152, 161, 86, 88, 49, 49, 46, 46, 117, 117, 120, 117, 117, 152, 161, 86, 88, 49, 49, 46, 46, 117, 117, 120, 117, 117, 152, 161, 86, 88]"
LCH_358,"[46, 46, 120, 55, 130, 117, 152, 161, 86, 88, 46, 46, 117, 117, 120, 117, 117, 152, 161]"
LCH_359,"[46, 46, 120, 55, 130, 117, 152, 161, 86, 88]"
LCH_360,"[117, 46, 46, 46, 152, 161, 86, 88]"
LCH_361,"[117, 46, 46, 46, 152, 161, 86, 88]"
LCH_362,"[46, 46, 120, 55, 130, 117, 152, 161, 86, 88, 46, 46, 117, 117, 120, 117, 117, 152, 161]"
LCH_363,"[46, 46, 120, 55, 130, 117, 152, 161, 86, 88]"
LCH_364,"[117, 46, 46, 46, 152, 161, 86, 88]"
LCH_365,"[117, 46, 46, 46, 152, 161, 86, 88]"
LCH_366,"[153, 152, 161, 50, 86, 147]"
LCH_367,"[113, 46, 114]"
LCH_368,"[113, 46, 114]"
LCH_369,"[117, 113, 46, 114]"
LCH_370,"[113, 46, 111, 113, 46, 114]"
LCH_371,"[113, 46, 111, 113, 46, 114]"
LCH_372,"[117, 113, 46, 111, 113, 46, 114]"
LCH_373,"[117, 113, 46, 111, 113, 46, 114]"
LCH_374,"[113, 113, 114, 46, 114]"
LCH_375,"[113, 113, 114, 46, 114]"
LCH_376,"[117, 113, 113, 114, 46, 114]"
LCH_377,"[117, 113, 113, 114, 46, 114]"
LCH_378,"[113, 113, 46, 110, 113, 113, 114, 46, 117, 113, 113, 46, 110, 113, 113, 114, 46]"
LCH_379,"[113, 113, 46, 110, 113, 113, 114, 46, 117, 113, 113, 46, 110, 113, 113, 114, 46]"
LCH_380,"[44, 46, 46, 46, 152, 161, 152, 161, 152, 161, 110, 46, 44, 46, 46, 44, 45, 44, 46, 63, 114, 46, 63]"
LCH_381,"[44, 46, 46, 46, 152, 161, 152, 161, 110, 46, 44, 46, 110, 46, 44, 45, 44, 46, 63, 114, 46, 63]"
LCH_382,"[126, 126, 120, 44, 46, 46, 152, 161, 152, 161, 110, 46, 44, 44, 46, 44, 46, 44, 46, 114, 110, 46, 44, 46, 114, 46, 63, 63, 63, 63, 44, 46, 46, 46, 152, 161, 152, 161, 110, 46, 44, 46, 46, 44, 45, 44, 46, 63, 114, 46, 63, 44, 46, 44, 46, 44, 46, 63, 114, 63, 46, 63]"
LCH_383,"[117, 43, 46, 152, 161, 46, 46, 43, 46, 46, 152, 161, 46, 46, 43, 46, 46, 152, 161, 46, 46, 43, 46, 46, 123, 124, 113, 113, 114, 116, 116, 46, 52, 111, 152, 161, 152, 161, 113, 45, 114, 116, 113, 46, 114, 116, 152, 161, 113, 46, 114, 116, 123, 124, 117, 113, 113, 114, 116, 116, 46, 52, 111, 152, 161, 113, 46, 114, 116, 152, 161, 113, 46, 114, 116, 117, 43, 46, 152, 161, 46, 46, 43, 46, 46, 152, 161, 46, 46, 43, 46, 46, 152, 161, 46, 46, 43, 46, 46, 123, 124, 113, 113, 114, 116, 116, 46, 52, 111, 152, 161, 152, 161, 113, 45, 114, 116, 113, 46, 114, 116, 152, 161, 113, 46, 114, 116, 123, 124, 117, 113, 113, 114, 116, 116, 46, 52, 111, 152, 161, 113, 46]"
LCH_384,"[117, 43, 46, 152, 161, 46, 46, 43, 46, 46, 152, 161, 46, 46, 43, 46, 46, 152, 161, 46, 46, 43, 46, 46, 123, 124, 113, 113, 114, 116, 116, 46, 52, 111, 152, 161, 152, 161, 113, 45, 114, 116, 113, 46, 114, 116, 152, 161, 113, 46, 114, 116, 117, 43, 46, 152, 161, 46, 46, 43, 46, 46, 152, 161, 46, 46, 43, 46, 46, 152, 161, 46, 46, 43, 46, 46, 123, 124, 113, 113, 114, 116, 116, 46, 52, 111, 152, 161, 152, 161, 113, 45, 114, 116, 113, 46, 114, 116, 152, 161, 113, 46, 114, 116]"
LCH_385,"[55, 130, 55, 130, 126, 37, 39, 41, 46, 43, 46]"
LCH_386,"[55, 130, 55, 130, 126, 37, 39, 41, 46, 57, 72, 46]"
LCH_387,"[55, 130, 55, 130, 126, 64, 43, 46, 64, 37, 39, 41, 46, 43, 46, 12, 43, 46, 46, 46, 86, 88, 88, 55, 130, 55, 130, 126, 64, 43, 46, 64, 37, 39, 41, 46, 43, 46, 12, 43, 46, 46, 46, 86, 88, 88]"
LCH_388,"[55, 130, 55, 130, 126, 64, 43, 46, 64, 37, 39, 41, 46, 43, 46, 46, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 96, 12, 43, 46, 46, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 86, 88, 55, 130, 55, 130, 126, 64, 43, 46, 52, 64, 37, 39, 41, 46, 43, 46, 117, 117, 43]"
LCH_389,"[55, 130, 55, 130, 126, 37, 39, 41, 46, 43, 46, 43, 46, 46]"
LCH_390,"[55, 130, 55, 130, 126, 37, 39, 41, 46, 70, 52, 49, 46, 75, 49, 46, 46, 46, 55, 130, 55, 130, 126, 37, 39, 41, 46, 43, 46, 70, 52, 49, 46, 75, 49, 46, 46, 46, 55, 130, 55, 130, 126, 37, 39, 41, 46, 43, 46, 70, 52, 49, 46, 75, 49, 46, 46, 46, 55, 130, 55, 130, 126, 37, 39, 41, 46, 57, 72, 46, 70, 52, 49, 46, 75, 49, 46, 46, 46]"
